id,id_cliente,id_loja,id_produto,dt_venda,cliente_nome,cliente_sexo,cliente_dt_nasc,loja_cidade,produto_produto,produto_valor,dt_pgto,pg,tempo_pg,cliente_idade,venda_ano,promoção
1585,199,2,7,2019-06-13,João Pinto,M,1971-10-27,Rio de Janeiro,carregador,150.0,,0,,51.0,2019,0
1586,714,2,3,2019-06-13,Samuel Barbosa,M,1948-12-19,Rio de Janeiro,laptop básico,2300.0,2019-07-14,1,31.0,74.0,2019,1
1587,553,2,8,2019-06-13,Alex Castro,M,1993-01-11,Rio de Janeiro,cadeira,540.0,,0,,30.0,2019,0
1588,622,2,3,2019-06-13,Luis Almeida,M,1973-09-28,Rio de Janeiro,laptop básico,2300.0,,0,,49.0,2019,0
1589,441,7,3,2019-06-13,Sarah Castro,F,1999-02-08,Salvador,laptop básico,2300.0,2019-07-01,1,18.0,24.0,2019,0
1590,869,6,8,2019-06-13,Eduarda Costa,F,1937-10-15,Recife,cadeira,540.0,2019-07-13,1,30.0,85.0,2019,1
1591,121,6,10,2019-06-14,André Ferreira,M,1939-09-17,Recife,xxx-231a,321.1352,2019-06-26,1,12.0,83.0,2019,1
1592,505,4,10,2019-06-14,Marina Gomes,F,1991-06-17,Belo Horizonte,xxx-231a,321.1352,,0,,31.0,2019,0
1593,307,8,8,2019-06-14,Mateus Barros,M,1940-02-21,Brasília,cadeira,540.0,2019-06-26,1,12.0,83.0,2019,0
1594,225,9,6,2019-06-15,Miguel Almeida,M,1985-01-09,Palmas,impressora,700.0,2019-07-23,1,38.0,38.0,2019,0
1595,817,9,2,2019-06-15,Kauan Azevedo,M,1958-02-23,Palmas,teclado,30.0,2019-07-01,1,16.0,65.0,2019,0
1596,215,8,6,2019-06-15,Luís Rocha,M,1991-12-23,Brasília,impressora,700.0,2019-07-09,1,24.0,31.0,2019,1
1597,835,1,3,2019-06-15,Gabrielly Oliveira,F,1983-10-09,São Paulo,laptop básico,2300.0,2019-07-20,1,35.0,39.0,2019,1
1598,492,2,3,2019-06-15,Vinicius Sousa,M,2003-01-05,Rio de Janeiro,laptop básico,2300.0,2019-07-27,1,42.0,20.0,2019,1
1599,950,8,5,2019-06-15,Thiago Barbosa,M,2003-10-18,Brasília,monitor,1500.0,2019-07-23,1,38.0,19.0,2019,0
1600,302,2,3,2019-06-15,Guilherme Cardoso,0,1998-03-09,Rio de Janeiro,laptop básico,2300.0,,0,,24.0,2019,0
1601,765,9,10,2019-06-15,Victor Alves,M,1961-06-21,Palmas,xxx-231a,321.1352,2019-07-27,1,42.0,61.0,2019,1
1602,452,8,3,2019-06-15,Laura Azevedo,F,1959-02-10,Brasília,laptop básico,2300.0,2019-06-29,1,14.0,64.0,2019,0
1603,372,9,3,2019-06-19,Emilly Ferreira,F,1970-08-20,Palmas,laptop básico,2300.0,,0,,52.0,2019,0
1604,833,9,9,2019-06-19,Isabella Rocha,F,1990-04-26,Palmas,mesa,860.0,2019-06-26,1,7.0,32.0,2019,0
1605,373,1,7,2019-06-19,Livia Pereira,F,1942-07-28,São Paulo,carregador,150.0,2019-07-20,1,31.0,80.0,2019,1
1606,98,10,3,2019-06-19,Sophia Azevedo,F,1990-01-23,Vitória,laptop básico,2300.0,2019-06-23,1,4.0,33.0,2019,0
1607,100,2,3,2019-06-19,Luís Cardoso,M,1989-06-23,Rio de Janeiro,laptop básico,2300.0,,0,,33.0,2019,0
1608,587,1,3,2019-06-19,Cauã Santos,M,1983-04-19,São Paulo,laptop básico,2300.0,2019-07-05,1,16.0,39.0,2019,0
1609,885,1,2,2019-06-22,Felipe Ribeiro,M,1935-01-13,São Paulo,teclado,30.0,2019-06-26,1,4.0,88.0,2019,1
1610,713,2,8,2019-06-22,José Souza,M,1960-09-04,Rio de Janeiro,cadeira,540.0,,0,,62.0,2019,0
1611,796,8,3,2019-06-22,Lavinia Correia,F,1937-01-17,Brasília,laptop básico,2300.0,2019-07-30,1,38.0,86.0,2019,0
1612,385,10,1,2019-06-22,Arthur Alves,M,1995-03-13,Vitória,mouse,20.0,2019-07-27,1,35.0,27.0,2019,0
1613,64,2,3,2019-06-22,Tânia Costa,F,1959-05-13,Rio de Janeiro,laptop básico,2300.0,2019-07-07,1,15.0,63.0,2019,1
1614,599,5,3,2019-06-22,Vinicius Barbosa,M,1943-03-07,Santa Catarina,laptop básico,2300.0,2019-07-06,1,14.0,80.0,2019,1
1615,917,2,7,2019-06-24,Eduarda Lima,F,1950-10-28,Rio de Janeiro,carregador,150.0,2019-08-03,1,40.0,72.0,2019,0
1616,89,7,3,2019-06-24,Fernanda Barbosa,F,1961-04-18,Salvador,laptop básico,2300.0,2019-07-26,1,32.0,61.0,2019,1
1617,960,2,3,2019-06-24,Camila Correia,F,1981-12-29,Rio de Janeiro,laptop básico,2300.0,2019-07-05,1,11.0,41.0,2019,1
1618,625,2,8,2019-06-25,Melissa Ferreira,F,2000-04-14,Rio de Janeiro,cadeira,540.0,,0,,22.0,2019,1
1619,846,1,3,2019-06-25,Pedro Martins,M,1995-03-18,São Paulo,laptop básico,2300.0,2019-08-05,1,41.0,27.0,2019,1
1620,925,2,4,2019-06-25,Vitor Barros,M,1954-11-15,Rio de Janeiro,laptop gamer,5300.0,,0,,68.0,2019,0
1621,902,4,1,2019-06-27,Clara Gomes,F,1935-07-06,Belo Horizonte,mouse,20.0,2019-08-02,1,36.0,87.0,2019,1
1622,126,1,6,2019-06-27,Vitor Cardoso,M,1963-07-25,São Paulo,impressora,700.0,2019-07-05,1,8.0,59.0,2019,0
1623,698,2,8,2019-06-27,Murilo Santos,M,1949-09-25,Rio de Janeiro,cadeira,540.0,,0,,73.0,2019,0
1624,848,5,3,2019-06-28,Matilde Ribeiro,F,1988-10-20,Santa Catarina,laptop básico,2300.0,2019-06-28,1,0.0,34.0,2019,0
1625,53,8,3,2019-06-28,Julieta Alves,F,1988-12-26,Brasília,laptop básico,2300.0,2019-07-08,1,10.0,34.0,2019,1
1626,780,2,8,2019-06-28,Júlia Dias,F,1937-02-27,Rio de Janeiro,cadeira,540.0,,0,,86.0,2019,1
1627,580,5,7,2019-06-30,Breno Castro,M,1935-02-08,Santa Catarina,carregador,150.0,2019-07-06,1,6.0,88.0,2019,1
1628,197,7,8,2019-06-30,Marcos Martins,M,1981-01-03,Salvador,cadeira,540.0,,0,,42.0,2019,0
1629,891,2,3,2019-06-30,Sofia Souza,F,1941-07-08,Rio de Janeiro,laptop básico,2300.0,,0,,81.0,2019,0
1630,611,2,6,2019-07-01,Gabrielle Barros,F,1983-10-03,Rio de Janeiro,impressora,700.0,,0,,39.0,2019,0
1631,143,5,2,2019-07-01,Fábio Melo,M,1995-09-23,Santa Catarina,teclado,30.0,,0,,27.0,2019,0
1632,744,5,2,2019-07-01,Amanda Araujo,F,2002-05-29,Santa Catarina,teclado,30.0,2019-08-04,1,34.0,20.0,2019,0
1633,544,5,7,2019-07-01,Pedro Sousa,M,1952-06-19,Santa Catarina,carregador,150.0,2019-08-10,1,40.0,70.0,2019,0
1634,634,3,1,2019-07-01,Joao Melo,M,1970-03-30,Curitiba,mouse,20.0,2019-08-05,1,35.0,52.0,2019,0
1635,991,10,3,2019-07-01,Diogo Melo,M,2001-07-24,Vitória,laptop básico,2300.0,2019-08-09,1,39.0,21.0,2019,0
1636,94,4,3,2019-07-02,Mariana Ferreira,F,1995-12-16,Belo Horizonte,laptop básico,2300.0,2019-07-28,1,26.0,27.0,2019,0
1637,99,2,3,2019-07-02,André Souza,M,1974-01-24,Rio de Janeiro,laptop básico,2300.0,,0,,49.0,2019,1
1638,582,8,9,2019-07-02,Vitor Correia,M,1951-12-18,Brasília,mesa,860.0,2019-07-16,1,14.0,71.0,2019,1
1639,834,2,3,2019-07-02,Beatrice Correia,F,1938-07-08,Rio de Janeiro,laptop básico,2300.0,,0,,84.0,2019,0
1640,892,10,3,2019-07-02,Isabela Souza,F,1997-12-29,Vitória,laptop básico,2300.0,2019-07-16,1,14.0,25.0,2019,0
1641,404,7,3,2019-07-02,Igor Fernandes,M,1949-08-05,Salvador,laptop básico,2300.0,,0,,73.0,2019,0
1642,864,4,5,2019-07-03,Luan Fernandes,M,1942-08-01,Belo Horizonte,monitor,1500.0,2019-07-19,1,16.0,80.0,2019,0
1643,151,5,3,2019-07-03,Luiza Souza,F,1938-03-25,Santa Catarina,laptop básico,2300.0,2019-08-02,1,30.0,84.0,2019,1
1644,209,8,4,2019-07-03,Douglas Pereira,M,1993-05-28,Brasília,laptop gamer,5300.0,,0,,29.0,2019,0
1645,964,2,3,2019-07-04,Clara Silva,F,1972-03-19,Rio de Janeiro,laptop básico,2300.0,,0,,50.0,2019,0
1646,285,2,3,2019-07-04,Gustavo Dias,M,1992-06-02,Rio de Janeiro,laptop básico,2300.0,2019-07-17,1,13.0,30.0,2019,1
1647,296,6,2,2019-07-04,Luís Sousa,M,2002-03-03,Recife,teclado,30.0,2019-07-27,1,23.0,21.0,2019,1
1648,204,10,6,2019-07-04,Laura Silva,F,1957-01-26,Vitória,impressora,700.0,2019-07-16,1,12.0,66.0,2019,0
1649,46,4,3,2019-07-04,Isabela Pinto,F,1944-11-10,Belo Horizonte,laptop básico,2300.0,2019-08-04,1,31.0,78.0,2019,1
1650,666,6,3,2019-07-04,Julieta Fernandes,F,2001-09-04,Recife,laptop básico,2300.0,2019-07-22,1,18.0,21.0,2019,0
1651,747,2,3,2019-07-05,Evelyn Castro,F,1945-06-29,Rio de Janeiro,laptop básico,2300.0,,0,,77.0,2019,0
1652,143,2,9,2019-07-05,Fábio Melo,M,1995-09-23,Rio de Janeiro,mesa,860.0,2019-07-27,1,22.0,27.0,2019,1
1653,701,5,3,2019-07-05,Camila Lima,F,1974-04-14,Santa Catarina,laptop básico,2300.0,2019-07-31,1,26.0,48.0,2019,1
1654,366,3,3,2019-07-06,Marcos Rodrigues,M,1965-08-18,Curitiba,laptop básico,2300.0,2019-07-15,1,9.0,57.0,2019,0
1655,152,2,8,2019-07-06,Miguel Dias,M,2000-10-01,Rio de Janeiro,cadeira,540.0,,0,,22.0,2019,0
1656,158,7,4,2019-07-06,Gabrielle Castro,F,1996-03-05,Salvador,laptop gamer,5300.0,2019-07-25,1,19.0,27.0,2019,0
1657,927,5,4,2019-07-08,Enzo Goncalves,M,1967-12-07,Santa Catarina,laptop gamer,5300.0,,0,,55.0,2019,0
1658,180,2,3,2019-07-08,Ryan Melo,M,1962-12-15,Rio de Janeiro,laptop básico,2300.0,,0,,60.0,2019,0
1659,992,7,3,2019-07-08,Julia Barbosa,F,1959-12-23,Salvador,laptop básico,2300.0,2019-07-27,1,19.0,63.0,2019,0
1660,49,2,4,2019-07-10,Rafael Melo,M,1972-09-03,Rio de Janeiro,laptop gamer,5300.0,,0,,50.0,2019,0
1661,835,1,1,2019-07-10,Gabrielly Oliveira,F,1983-10-09,São Paulo,mouse,20.0,2019-07-17,1,7.0,39.0,2019,0
1662,868,2,3,2019-07-10,Camila Almeida,F,1961-10-25,Rio de Janeiro,laptop básico,2300.0,2019-08-21,1,42.0,61.0,2019,1
1663,418,6,3,2019-07-11,Kauan Ferreira,M,1950-07-11,Recife,laptop básico,2300.0,2019-08-07,1,27.0,72.0,2019,1
1664,509,6,1,2019-07-11,Erick Martins,M,1973-03-30,Recife,mouse,20.0,2019-07-28,1,17.0,49.0,2019,0
1665,455,6,3,2019-07-11,Tomás Azevedo,M,1937-03-05,Recife,laptop básico,2300.0,2019-07-21,1,10.0,86.0,2019,1
1666,745,5,9,2019-07-12,Otávio Alves,M,1957-09-08,Santa Catarina,mesa,860.0,2019-07-18,1,6.0,65.0,2019,0
1667,438,2,3,2019-07-12,Manuela Barbosa,F,1976-11-06,Rio de Janeiro,laptop básico,2300.0,,0,,46.0,2019,0
1668,827,6,8,2019-07-12,Alex Almeida,M,1984-12-03,Recife,cadeira,540.0,,0,,38.0,2019,0
1669,916,3,3,2019-07-13,Arthur Rocha,M,1963-09-22,Curitiba,laptop básico,2300.0,2019-08-07,1,25.0,59.0,2019,1
1670,331,10,3,2019-07-13,Vitoria Castro,F,1987-03-31,Vitória,laptop básico,2300.0,2019-08-07,1,25.0,35.0,2019,1
1671,322,5,3,2019-07-13,Renan Goncalves,M,1990-07-27,Santa Catarina,laptop básico,2300.0,2019-08-18,1,36.0,32.0,2019,1
1672,99,7,3,2019-07-13,André Souza,M,1974-01-24,Salvador,laptop básico,2300.0,2019-08-12,1,30.0,49.0,2019,1
1673,986,3,3,2019-07-13,Alice Melo,F,1967-08-02,Curitiba,laptop básico,2300.0,2019-08-17,1,35.0,55.0,2019,0
1674,946,2,5,2019-07-13,Laura Souza,F,1995-11-18,Rio de Janeiro,monitor,1500.0,,0,,27.0,2019,0
1675,8,3,7,2019-07-14,Gabrielly Almeida,F,1997-07-14,Curitiba,carregador,150.0,2019-08-16,1,33.0,25.0,2019,1
1676,818,4,7,2019-07-14,Arthur Silva,M,1949-03-09,Belo Horizonte,carregador,150.0,2019-07-22,1,8.0,73.0,2019,0
1677,227,2,3,2019-07-14,Davi Dias,M,1950-02-06,Rio de Janeiro,laptop básico,2300.0,2019-08-19,1,36.0,73.0,2019,0
1678,705,2,3,2019-07-14,Gabrielly Costa,F,1997-04-20,Rio de Janeiro,laptop básico,2300.0,,0,,25.0,2019,0
1679,199,5,3,2019-07-14,João Pinto,M,1971-10-27,Santa Catarina,laptop básico,2300.0,,0,,51.0,2019,0
1680,193,8,4,2019-07-14,Sofia Alves,F,1950-10-04,Brasília,laptop gamer,5300.0,,0,,72.0,2019,0
1681,677,1,2,2019-07-16,Vinícius Barbosa,M,1956-12-21,São Paulo,teclado,30.0,2019-08-26,1,41.0,66.0,2019,1
1682,989,2,6,2019-07-16,Thiago Correia,M,1999-12-31,Rio de Janeiro,impressora,700.0,2019-08-20,1,35.0,23.0,2019,1
1683,832,6,2,2019-07-16,Gustavo Cavalcanti,M,1982-11-03,Recife,teclado,30.0,2019-08-08,1,23.0,40.0,2019,1
1684,336,2,3,2019-07-19,Matilde Pereira,F,1940-10-06,Rio de Janeiro,laptop básico,2300.0,2019-07-29,1,10.0,82.0,2019,0
1685,357,2,5,2019-07-19,Laura Sousa,F,1974-05-19,Rio de Janeiro,monitor,1500.0,,0,,48.0,2019,0
1686,262,7,3,2019-07-19,Bianca Oliveira,F,1948-07-06,Salvador,laptop básico,2300.0,2019-07-29,1,10.0,74.0,2019,0
1687,134,1,3,2019-07-21,Fernanda Castro,F,1958-11-29,São Paulo,laptop básico,2300.0,2019-08-27,1,37.0,64.0,2019,1
1688,308,2,3,2019-07-21,Leonardo Barros,M,1997-09-05,Rio de Janeiro,laptop básico,2300.0,,0,,25.0,2019,1
1689,575,7,3,2019-07-21,Luiz Alves,M,1950-09-04,Salvador,laptop básico,2300.0,2019-08-14,1,24.0,72.0,2019,0
1690,669,9,7,2019-07-21,Davi Fernandes,M,1947-03-12,Palmas,carregador,150.0,2019-07-21,1,0.0,75.0,2019,0
1691,641,3,8,2019-07-21,Danilo Cavalcanti,M,1977-07-11,Curitiba,cadeira,540.0,2019-08-15,1,25.0,45.0,2019,1
1692,151,4,3,2019-07-21,Luiza Souza,F,1938-03-25,Belo Horizonte,laptop básico,2300.0,2019-08-11,1,21.0,84.0,2019,0
1693,364,2,3,2019-07-21,Luiza Souza,F,1998-08-27,Rio de Janeiro,laptop básico,2300.0,,0,,24.0,2019,0
1694,867,2,3,2019-07-21,Vitoria Goncalves,F,1968-12-24,Rio de Janeiro,laptop básico,2300.0,,0,,54.0,2019,0
1695,645,5,6,2019-07-21,Emilly Rodrigues,F,1990-06-18,Santa Catarina,impressora,700.0,2019-08-04,1,14.0,32.0,2019,0
1696,712,2,3,2019-07-22,Mateus Almeida,M,1949-04-16,Rio de Janeiro,laptop básico,2300.0,,0,,73.0,2019,0
1697,776,2,3,2019-07-22,Eduarda Melo,F,1976-03-31,Rio de Janeiro,laptop básico,2300.0,,0,,46.0,2019,0
1698,596,8,3,2019-07-22,Luiz Silva,M,1957-05-04,Brasília,laptop básico,2300.0,2019-08-27,1,36.0,65.0,2019,0
1699,526,6,5,2019-07-22,Diogo Melo,M,1951-06-10,Recife,monitor,1500.0,2019-08-27,1,36.0,71.0,2019,0
1700,496,2,3,2019-07-22,Rebeca Cavalcanti,F,2001-04-27,Rio de Janeiro,laptop básico,2300.0,2019-08-30,1,39.0,21.0,2019,1
1701,349,4,3,2019-07-22,Rebeca Rocha,F,1999-11-20,Belo Horizonte,laptop básico,2300.0,2019-08-27,1,36.0,23.0,2019,1
1702,378,2,2,2019-07-23,Clara Azevedo,F,2003-04-17,Rio de Janeiro,teclado,30.0,,0,,19.0,2019,0
1703,326,10,3,2019-07-23,Gabrielly Alves,F,1981-07-07,Vitória,laptop básico,2300.0,2019-08-19,1,27.0,41.0,2019,1
1704,49,5,3,2019-07-23,Rafael Melo,M,1972-09-03,Santa Catarina,laptop básico,2300.0,2019-08-17,1,25.0,50.0,2019,1
1705,885,9,5,2019-07-26,Felipe Ribeiro,M,1935-01-13,Palmas,monitor,1500.0,2019-08-15,1,20.0,88.0,2019,1
1706,211,2,1,2019-07-26,Matilde Alves,F,1984-07-09,Rio de Janeiro,mouse,20.0,,0,,38.0,2019,1
1707,374,2,3,2019-07-26,André Alves,M,1962-08-03,Rio de Janeiro,laptop básico,2300.0,,0,,60.0,2019,0
1708,583,2,3,2019-07-26,Vinicius Cavalcanti,M,1981-12-29,Rio de Janeiro,laptop básico,2300.0,,0,,41.0,2019,1
1709,118,2,9,2019-07-26,Alex Sousa,M,1943-12-28,Rio de Janeiro,mesa,860.0,2019-08-16,1,21.0,79.0,2019,0
1710,702,7,3,2019-07-26,Arthur Gomes,M,1961-04-24,Salvador,laptop básico,2300.0,,0,,61.0,2019,0
1711,656,9,3,2019-07-26,Martim Cavalcanti,M,1978-06-27,Palmas,laptop básico,2300.0,,0,,44.0,2019,0
1712,83,3,7,2019-07-26,Miguel Correia,M,1945-10-08,Curitiba,carregador,150.0,2019-08-24,1,29.0,77.0,2019,1
1713,959,6,3,2019-07-26,Isabelle Cardoso,F,1964-03-31,Recife,laptop básico,2300.0,2019-09-03,1,39.0,58.0,2019,1
1714,955,1,9,2019-07-28,Danilo Rocha,M,1980-08-28,São Paulo,mesa,860.0,2019-08-08,1,11.0,42.0,2019,0
1715,162,1,3,2019-07-28,Matheus Lima,M,1952-01-13,São Paulo,laptop básico,2300.0,2019-09-11,1,45.0,71.0,2019,1
1716,484,3,8,2019-07-28,Vinícius Alves,M,1948-09-23,Curitiba,cadeira,540.0,2019-07-30,1,2.0,74.0,2019,0
1717,490,8,9,2019-07-28,Marcos Araujo,M,1954-03-20,Brasília,mesa,860.0,2019-09-09,1,43.0,68.0,2019,1
1718,523,9,8,2019-07-28,Tânia Alves,F,1991-12-07,Palmas,cadeira,540.0,2019-09-10,1,44.0,31.0,2019,0
1719,507,1,1,2019-07-28,Isabela Ferreira,F,1981-09-29,São Paulo,mouse,20.0,2019-08-15,1,18.0,41.0,2019,0
1720,885,2,3,2019-07-29,Felipe Ribeiro,M,1935-01-13,Rio de Janeiro,laptop básico,2300.0,,0,,88.0,2019,1
1721,772,9,3,2019-07-29,Carolina Ferreira,F,1965-07-31,Palmas,laptop básico,2300.0,2019-09-08,1,41.0,57.0,2019,1
1722,337,2,9,2019-07-29,Manuela Castro,F,1960-04-17,Rio de Janeiro,mesa,860.0,,0,,62.0,2019,0
1723,323,2,6,2019-07-29,Rafael Dias,M,1957-03-03,Rio de Janeiro,impressora,700.0,2019-09-12,1,45.0,66.0,2019,0
1724,225,10,3,2019-07-29,Miguel Almeida,M,1985-01-09,Vitória,laptop básico,2300.0,2019-08-28,1,30.0,38.0,2019,1
1725,235,1,2,2019-07-29,Rafaela Ferreira,F,1985-08-12,São Paulo,teclado,30.0,2019-08-20,1,22.0,37.0,2019,1
1726,792,2,7,2019-07-30,Kai Barros,M,1960-04-06,Rio de Janeiro,carregador,150.0,,0,,62.0,2019,0
1727,357,7,8,2019-07-30,Laura Sousa,F,1974-05-19,Salvador,cadeira,540.0,2019-09-11,1,43.0,48.0,2019,0
1728,684,7,8,2019-07-30,Danilo Cavalcanti,M,1965-11-06,Salvador,cadeira,540.0,2019-08-07,1,8.0,57.0,2019,0
1729,777,2,3,2019-07-30,Kauan Almeida,M,1976-07-24,Rio de Janeiro,laptop básico,2300.0,2019-08-10,1,11.0,46.0,2019,0
1730,660,4,3,2019-07-30,Carlos Barros,M,2002-07-17,Belo Horizonte,laptop básico,2300.0,2019-08-28,1,29.0,20.0,2019,1
1731,189,2,3,2019-07-30,Laura Azevedo,F,1984-11-14,Rio de Janeiro,laptop básico,2300.0,,0,,38.0,2019,0
1732,921,3,9,2019-07-31,Isabelle Martins,F,1973-04-07,Curitiba,mesa,860.0,2019-09-02,1,33.0,49.0,2019,1
1733,513,2,3,2019-07-31,Erick Barbosa,M,1973-08-08,Rio de Janeiro,laptop básico,2300.0,2019-08-04,1,4.0,49.0,2019,1
1734,560,3,5,2019-07-31,Mariana Alves,F,1952-02-27,Curitiba,monitor,1500.0,2019-09-14,1,45.0,71.0,2019,1
1735,145,9,3,2019-08-01,Luan Goncalves,M,1940-10-19,Palmas,laptop básico,2300.0,2019-09-04,1,34.0,82.0,2019,1
1736,773,1,3,2019-08-01,Gabriel Fernandes,M,1943-03-05,São Paulo,laptop básico,2300.0,2019-08-12,1,11.0,80.0,2019,0
1737,611,9,10,2019-08-01,Gabrielle Barros,F,1983-10-03,Palmas,xxx-231a,321.1352,2019-08-19,1,18.0,39.0,2019,0
1738,507,3,4,2019-08-01,Isabela Ferreira,F,1981-09-29,Curitiba,laptop gamer,5300.0,2019-09-15,1,45.0,41.0,2019,0
1739,557,2,3,2019-08-01,Sofia Azevedo,F,1981-06-03,Rio de Janeiro,laptop básico,2300.0,,0,,41.0,2019,1
1740,545,6,4,2019-08-01,Matheus Rodrigues,M,1957-10-28,Recife,laptop gamer,5300.0,,0,,65.0,2019,0
1741,253,2,3,2019-08-03,Matilde Gomes,F,2003-05-15,Rio de Janeiro,laptop básico,2300.0,,0,,19.0,2019,0
1742,661,1,7,2019-08-03,Livia Oliveira,F,1951-01-18,São Paulo,carregador,150.0,2019-09-15,1,43.0,72.0,2019,0
1743,528,2,10,2019-08-03,Raissa Azevedo,F,1945-08-08,Rio de Janeiro,xxx-231a,321.1352,,0,,77.0,2019,0
1744,45,2,6,2019-08-03,Maria Oliveira,F,1984-01-09,Rio de Janeiro,impressora,700.0,,0,,39.0,2019,0
1745,269,9,3,2019-08-03,Sem Nome,F,2020-01-01,Palmas,laptop básico,2300.0,2019-09-03,1,31.0,3.0,2019,1
1746,864,10,3,2019-08-03,Luan Fernandes,M,1942-08-01,Vitória,laptop básico,2300.0,2019-09-08,1,36.0,80.0,2019,1
1747,488,2,9,2019-08-04,Júlia Castro,F,1981-02-05,Rio de Janeiro,mesa,860.0,2019-08-21,1,17.0,42.0,2019,0
1748,322,7,3,2019-08-04,Renan Goncalves,M,1990-07-27,Salvador,laptop básico,2300.0,2019-09-16,1,43.0,32.0,2019,1
1749,292,1,2,2019-08-04,Leonor Oliveira,F,1986-07-28,São Paulo,teclado,30.0,2019-09-04,1,31.0,36.0,2019,1
1750,895,3,9,2019-08-04,Rafael Azevedo,M,1975-09-18,Curitiba,mesa,860.0,2019-09-09,1,36.0,47.0,2019,1
1751,631,7,3,2019-08-04,Laura Alves,F,1962-03-12,Salvador,laptop básico,2300.0,2019-08-21,1,17.0,60.0,2019,0
1752,963,10,5,2019-08-04,Carla Azevedo,F,1948-11-22,Vitória,monitor,1500.0,2019-08-25,1,21.0,74.0,2019,1
1753,849,2,1,2019-08-06,Júlia Ferreira,F,1944-10-29,Rio de Janeiro,mouse,20.0,2019-08-15,1,9.0,78.0,2019,1
1754,571,1,3,2019-08-06,Enzo Melo,M,1947-07-08,São Paulo,laptop básico,2300.0,2019-09-01,1,26.0,75.0,2019,1
1755,111,3,2,2019-08-06,Estevan Sousa,M,1973-05-19,Curitiba,teclado,30.0,2019-08-29,1,23.0,49.0,2019,1
1756,89,2,3,2019-08-06,Fernanda Barbosa,F,1961-04-18,Rio de Janeiro,laptop básico,2300.0,2019-09-05,1,30.0,61.0,2019,0
1757,199,2,3,2019-08-06,João Pinto,M,1971-10-27,Rio de Janeiro,laptop básico,2300.0,2019-08-25,1,19.0,51.0,2019,0
1758,371,4,5,2019-08-06,Gustavo Castro,M,1965-02-18,Belo Horizonte,monitor,1500.0,2019-08-16,1,10.0,58.0,2019,0
1759,282,4,10,2019-08-06,Vitória Souza,F,1967-06-19,Belo Horizonte,xxx-231a,321.1352,,0,,55.0,2019,0
1760,535,9,3,2019-08-06,Cauã Fernandes,M,1982-05-30,Palmas,laptop básico,2300.0,2019-09-07,1,32.0,40.0,2019,1
1761,59,2,7,2019-08-06,Rodrigo Ribeiro,M,1941-11-05,Rio de Janeiro,carregador,150.0,,0,,81.0,2019,0
1762,179,1,3,2019-08-07,Alex Melo,M,1983-02-04,São Paulo,laptop básico,2300.0,2019-08-08,1,1.0,40.0,2019,1
1763,846,2,8,2019-08-07,Pedro Martins,M,1995-03-18,Rio de Janeiro,cadeira,540.0,2019-09-11,1,35.0,27.0,2019,1
1764,379,2,3,2019-08-07,Marina Ribeiro,F,1997-10-07,Rio de Janeiro,laptop básico,2300.0,,0,,25.0,2019,0
1765,37,8,10,2019-08-08,Emily Araujo,F,1989-06-15,Brasília,xxx-231a,321.1352,2019-08-29,1,21.0,33.0,2019,1
1766,533,8,9,2019-08-08,Larissa Melo,F,1944-08-17,Brasília,mesa,860.0,2019-08-10,1,2.0,78.0,2019,0
1767,353,2,3,2019-08-08,Melissa Cavalcanti,F,1984-07-12,Rio de Janeiro,laptop básico,2300.0,,0,,38.0,2019,0
1768,318,8,10,2019-08-08,Nicolash Cavalcanti,M,1949-07-02,Brasília,xxx-231a,321.1352,2019-09-18,1,41.0,73.0,2019,1
1769,382,7,2,2019-08-08,Luana Silva,F,1939-07-03,Salvador,teclado,30.0,2019-09-05,1,28.0,83.0,2019,0
1770,66,9,2,2019-08-08,Leila Araujo,F,1982-10-24,Palmas,teclado,30.0,2019-09-11,1,34.0,40.0,2019,1
1771,895,6,5,2019-08-11,Rafael Azevedo,M,1975-09-18,Recife,monitor,1500.0,,0,,47.0,2019,0
1772,979,1,3,2019-08-11,Eduarda Almeida,F,1965-05-30,São Paulo,laptop básico,2300.0,2019-09-13,1,33.0,57.0,2019,1
1773,217,8,3,2019-08-11,Rafaela Almeida,F,2003-07-25,Brasília,laptop básico,2300.0,,0,,19.0,2019,0
1774,64,5,9,2019-08-12,Tânia Costa,F,1959-05-13,Santa Catarina,mesa,860.0,2019-08-13,1,1.0,63.0,2019,0
1775,867,8,7,2019-08-12,Vitoria Goncalves,F,1968-12-24,Brasília,carregador,150.0,2019-09-11,1,30.0,54.0,2019,1
1776,199,2,3,2019-08-12,João Pinto,M,1971-10-27,Rio de Janeiro,laptop básico,2300.0,,0,,51.0,2019,0
1777,75,1,9,2019-08-13,Kai Fernandes,M,1961-09-18,São Paulo,mesa,860.0,2019-08-25,1,12.0,61.0,2019,0
1778,168,1,5,2019-08-13,Vinicius Silva,M,1949-08-15,São Paulo,monitor,1500.0,2019-09-12,1,30.0,73.0,2019,0
1779,212,2,3,2019-08-13,Guilherme Carvalho,M,1962-08-27,Rio de Janeiro,laptop básico,2300.0,,0,,60.0,2019,1
1780,382,10,3,2019-08-14,Luana Silva,F,1939-07-03,Vitória,laptop básico,2300.0,2019-09-23,1,40.0,83.0,2019,1
1781,634,7,7,2019-08-14,Joao Melo,M,1970-03-30,Salvador,carregador,150.0,,0,,52.0,2019,0
